OnlinePlacementAssessment,AcademicAdvising,CollegeOpportunitiesandAdvisingPrep,makeAconnection,SpendTimeDestinationKentState,favoritePartDestinationKentState,anyAdditionalComments
['nan'],"['would', 'allow', 'schedule', 'class', 'guidance', 'counselor', 'apologetic', 'helpful', 'late', 'though', 'never', 'get', 'ask', 'question', 'credit', 'credit']",['nan'],['nan'],['nan'],['nan'],"['fact', 'program', 'mandatory', 'completely', 'ridiculous', 'especially', 'neither', 'learn', 'anything', 'new', 'student', 'already', 'plan', 'commute', 'mean', 'care', 'advise', 'appointment', 'possibly', 'learn', 'finance', 'everything', 'could', 'do', 'day', 'without', 'go', 'dirge', 'program', 'even', 'get', 'schedule', 'school', 'work', 'often', 'whole', 'process', 'worthless', 'unnecessary', 'often', 'bore', 'unable', 'actually', 'anything', 'want', 'campus']"
"['site', 'confuse', 'unaware', 'could', 'take', 'test', 'twice']","['academic', 'advisor', 'helpful', 'super', 'nice', 'able', 'get', 'question', 'answer', 'timely', 'manor']","['flash', 'flash', 'entertain', 'somewhat', 'bore']",['nan'],"['spend', 'time', 'talk', 'get', 'book', 'also', 'time', 'walk', 'around', 'campus', 'could', 'get', 'comfortable']","['love', 'able', 'meet', 'many', 'incoming', 'student', 'share', 'similar', 'interest', 'major', 'make', 'much', 'easy', 'peace', 'mind', 'fall']",['nan']
['nan'],['nan'],['nan'],"['share', 'major', 'experience', 'big', 'help', 'probably', 'main', 'reason', 'talk']","['maybe', 'explain', 'process', 'know', 'get', 'thing', 'auditory', 'learner', 'someone', 'tell', 'really', 'help', 'understand']","['even', 'one', 'particular', 'experience', 'matter', 'turn', 'reassure', 'want', 'would', 'support', 'give', 'help', 'need', 'succeed']","['whole', 'experience', 'pretty', 'overwhelm', 'especially', 'atypical', 'brain', 'people', 'overall', 'guy', 'amaze', 'job', 'happy', 'able', 'attend', 'fall']"
"['would', 'like', 'see', 'little', 'bite', 'communication', 'university', 'placement', 'test', 'need', 'take', 'long', 'would', 'take', 'class', 'would', 'ultimately', 'impact', 'felt', 'go', 'test', 'know', 'exactly', 'much', 'time', 'would', 'take', 'actual', 'technology', 'placement', 'assessment', 'work', 'perfectly', 'though']",['nan'],"['really', 'good', 'session', 'give', 'opportunity', 'meet', 'student', 'share', 'major', 'similar', 'mine', 'get', 'think', 'seriously', 'study', 'abroad', 'program']","['person', 'connect', 'roommate', 'mean', 'force', 'talk', 'degree', 'think', 'activity', 'force', 'talk', 'student', 'even', 'introduce', 'would', 'help']",['nan'],"['one', 'favorite', 'part', 'opportunity', 'meet', 'advisor', 'help', 'feel', 'confident', 'support', 'system', 'relieve', 'nerve', 'term', 'type', 'course', 'load', 'fall']","['experience', 'great', 'overall', 'problem', 'felt', 'rush', 'schedule', 'end', 'choose', 'schedule', 'pretty', 'full', 'day', 'call', 'advisor', 'get', 'home', 'make', 'change']"
['nan'],['nan'],['nan'],"['get', 'interact', 'similar', 'interest', 'maybe', 'fill', 'questionnaire', 'attend', 'interest', 'let', 'interact', 'similar', 'interest']",['nan'],"['schedule', 'class']",['nan']
['nan'],"['complaint', 'welcome', 'reassure', 'every', 'academic', 'nerve']",['nan'],['nan'],"['talk', 'honor', 'program', 'add', 'opportunity', 'honor', 'college', 'student', 'learn']","['anything', 'ask', 'helpful']",['nan']
[],"['nice', 'meet', 'someone', 'whoo', 'could', 'help', 'reach', 'career', 'goal']",['nan'],"['find', 'thing', 'interest']",[],"['like', 'first', 'class', 'professor', 'really', 'funny', 'teach', 'u', 'lot']",['nan']
['nan'],"['schedule', 'say', 'appointment', 'schedule', 'class', 'get', 'say', 'appointment']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['enjoy', 'advise', 'appointment', 'schedule', 'class', 'advisor', 'superb', 'also', 'satisfy', 'able', 'plan', 'next', 'semester', 'help', 'advisor']",['nan']
['nan'],['nan'],['nan'],"['meet', 'meet', 'begin', 'seem', 'pointless', 'split', 'specific', 'major', 'meet', 'hour', 'begin', 'believe', 'waste', 'meet']",['nan'],"['student', 'free', 'time', 'end', 'night', 'could', 'hangout', 'actually', 'get', 'know', 'one', 'another']",['nan']
['nan'],['nan'],['nan'],"['ice', 'breaker']",['nan'],['nan'],['nan']
['nan'],['nan'],"['bite', 'bore', 'icebreaker', 'engage']",['nan'],['nan'],"['eat', 'food']","['first', 'day', 'event', 'ballroom', 'waste', 'time', 'least', 'bite', 'informative']"
['take'],['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['time'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['food', 'really', 'good', 'meet', 'new', 'people']",['nan']
['nan'],"['say', 'felt', 'rush', 'also', 'felt', 'like', 'experience', 'best', 'want', 'major', 'business', 'concentration', 'nurse', 'home', 'administration', 'do', 'previous', 'research', 'know', 'possible', 'really', 'understand', 'happen', 'get', 'confuse', 'feel', 'like', 'advisor', 'may', 'want', 'take', 'time', 'figure', 'thing', 'fill', 'actually', 'meet']",['nan'],"['random', 'roommate', 'easy', 'meet', 'people', 'friend', 'room', 'friend']",['nan'],"['energetic', 'interactive', 'great', 'group', 'people']","['shorten', 'speaker', 'time', 'begin', 'day', 'lot', 'people', 'seem', 'repetitive', 'lose', 'interest', 'also', 'big', 'group', 'chat', 'summer', 'communication', 'backfire', 'student', 'talk', 'presentation']"
['nan'],"['nice', 'go', 'way', 'help', 'outside', 'appointment']",['nan'],"['lot', 'stay', 'parent', 'instead', 'go', 'talk']","['friend', 'still', 'confuse', 'get', 'loan', 'maybe', 'stuff', 'financial', 'aid']","['social', 'time', 'specific', 'college', 'also', 'ask', 'flash', 'guide', 'question']","['stay', 'focus', 'long', 'period', 'talk', 'like', 'morning', 'session', 'still', 'good', 'information', 'tho']"
['study'],['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],"['advisor', 'great', 'really', 'help', 'get', 'need']",['nan'],"['survey', 'like', 'house', 'form', 'could', 'get', 'room', 'someone', 'like', 'u', 'activity', 'floor', 'get', 'know']",['nan'],['nan'],"['would', 'nice', 'water', 'provide', 'throughout', 'whole', 'day']"
['nan'],['nan'],['nan'],"['make', 'one', 'friend', 'lead', 'make', 'another', 'friend', 'friend', 'eventually', 'build', 'small', 'network', 'wish', 'get', 'know', 'people', 'event', 'could', 'mill', 'talk', 'ice', 'breaker', 'understand', 'hard', 'large', 'group']","['definitely', 'ice', 'breaker', 'fun', 'hello', 'people', 'feel', 'little', 'comfortable']","['around', 'friend', 'meet', 'new', 'people']","['fantastic', 'never', 'experience', 'anything', 'like', 'speech', 'tend', 'drone', 'first', 'day', 'lot', 'unnecessary', 'repetition', 'get', 'campus', 'dorm', 'around', 'enjoyable', 'beyond', 'measure']"
['nan'],['nan'],['nan'],['nan'],"['would', 'shorten', 'whole', 'experience', 'felt', 'morning', 'half', 'already', 'experience', 'flash', 'day', 'repetitive', 'whole', 'experience', 'fit', 'one', 'day', 'half', 'talk', 'include', 'leave', 'session', 'go', 'downtown', 'dinner', 'bore', 'extremely', 'long', 'day']","['favorite', 'part', 'go', 'college', 'pick', 'class', 'also', 'get', 'flash', 'card']","['extremely', 'drag', 'quit', 'bore', 'time']"
['nan'],"['day', 'bore', 'hell']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],"['great', 'help', 'get', 'class', 'want']",['nan'],"['time', 'away', 'parent']",['nan'],"['get', 'relax', 'class', 'mat', 'get', 'real', 'experience', 'college', 'life']",['nan']
['nan'],"['animal', 'come', 'schedule', 'make', 'schedule', 'want', 'need', 'perfectly', 'super', 'want', 'anyone', 'else', 'great', 'guy']",['nan'],"['similar', 'interest']",['nan'],"['get', 'meet', 'new', 'people']","['overall', 'good', 'experience']"
['nan'],"['academic', 'advisor', 'really', 'helpful', 'really', 'earth']",['nan'],"['play', 'team', 'work', 'build', 'game', 'force', 'communicate', 'learn', 'student', 'name']",['nan'],"['enjoy', 'parent', 'leave', 'get', 'socialize', 'like', 'walk', 'downtown', 'fun', 'well']",['nan']
"['show', 'get', 'right', 'answer']","['helpful', 'rush']",['nan'],['activity'],['nan'],"['learn', 'information', 'know']",['nan']
['nan'],['nan'],['nan'],"['social', 'event']",['nan'],"['favorite', 'part', 'socialize', 'student', 'downtown', 'glow', 'party']",['nan']
['nan'],['nan'],['nan'],['nan'],"['actually', 'talk', 'one', 'one', 'college', 'student', 'get', 'know', 'people']","['social', 'activity']",['nan']
['nan'],"['really', 'enjoy', 'meet', 'academic', 'advisor', 'good', 'job', 'help', 'nice', 'talk']","['enjoy', 'attend']","['little', 'shy']","['think', 'change', 'everything', 'good']","['downtown', 'tour', 'schedule', 'class', 'really', 'enjoy', 'walk', 'weather', 'nice', 'flash', 'guide', 'really', 'good', 'job', 'also', 'really', 'enjoy', 'schedule', 'class', 'academic', 'advisor', 'really', 'help', 'lot', 'enjoy', 'talk']",['nan']
['nan'],"['incredibly', 'invite', 'make', 'feel', 'like', 'belong']",['nan'],['nan'],['nan'],"['really', 'enjoy', 'time', 'spend', 'flash', 'guide', 'lot', 'fun', 'around', 'incredibly', 'welcome', 'make', 'trip', 'lot', 'good']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['favorite', 'part', 'game', 'stuff', 'end', 'first', 'day', 'really', 'get', 'meet', 'talk', 'people', 'unwind', 'end', 'long', 'day']",['nan']
"['multiple', 'choice', 'question', 'math', 'assessment']","['think', 'helpful', 'would', 'like', 'see', 'personal', 'see', 'class', 'actual', 'map']","['overall', 'think', 'lot', 'information', 'would', 'like', 'break', 'short', 'session']","['free', 'time', 'begin']","['someone', 'talk', 'personal', 'schedule', 'first', 'year', 'like']","['love', 'free', 'time', 'even', 'could', 'relax', 'meet', 'new', 'people', 'feel', 'force', 'bore']","['overall', 'think', 'last', 'two', 'day', 'helpful', 'make', 'even', 'excite', 'come', 'kent', 'state', 'fall']"
['nan'],"['academic', 'advisor', 'helpful', 'able', 'answer', 'every', 'question', 'ask', 'provide', 'resource', 'may', 'need', 'first', 'year', 'college']",['nan'],"['really', 'like', 'game', 'make', 'form', 'circle', 'group', 'student', 'toss', 'ball', 'around', 'ball', 'write', 'random', 'question', 'range', 'one', 'personal', 'whoever', 'ball', 'throw', 'answer', 'question', 'either', 'thumb', 'question', 'land']",['nan'],"['play', 'game', 'mention', 'early', 'create', 'also', 'enjoy', 'dance', 'party', 'karaoke', 'end', 'night', 'even', 'though', 'participate', 'sing', 'able', 'meet', 'student', 'time', 'spend', 'flash', 'guide', 'good', 'job', 'get', 'everyone', 'socialize', 'connect', 'one', 'another']",['nan']
['nan'],['nan'],['nan'],['nan'],"['tour', 'campus', 'build', 'major']","['favorite', 'part', 'break', 'college', 'get', 'learn', 'major']",['nan']
['nan'],['nan'],['nan'],"['group', 'chat']",['nan'],['nan'],['nan']
['nan'],"['need', 'guidance', 'good', 'schedule', 'different', 'kind', 'people']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],"['move', 'class', 'essential', 'book', 'material']",['nan'],['nan']
['nan'],['nan'],"['would', 'like', 'meet', 'college']","['meet', 'college', 'get', 'know', 'people']","['spend', 'time', 'college', 'go', 'see', 'class', 'schedule', 'day']",['nan'],['nan']
[],['nan'],['nan'],"['nothing', 'really']","['well', 'balance']","['talk', 'student']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['short', 'minute', 'session', 'good', 'give', 'u', 'lot', 'information', 'much', 'remember', 'say']",['nan']
['nan'],"['advisor', 'nice']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['actually', 'speak', 'introduce', 'instead', 'afraid']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['time', 'perspective', 'major']","['time', 'learn', 'actual', 'major']","['learn', 'nurse', 'major']",[]
['nan'],"['advisor', 'seem', 'great', 'advisor', 'amaze', 'great', 'comfort', 'able', 'tell', 'exactly', 'need', 'do', 'make', 'clear', 'easy', 'understand']","['informative', 'especially', 'get', 'talk', 'select', 'kent', 'core', 'class']",['nan'],"['would', 'like', 'see', 'major', 'build', 'classroom']","['like', 'opportunity', 'talk', 'flash', 'guide', 'flash', 'guide', 'story', 'nice', 'set', 'ask', 'question', 'learn', 'lot', 'get', 'question', 'answer']",['nan']
['nan'],"['wish', 'parent', 'would', 'overwhelm', 'would', 'like', 'input', 'parent', 'express', 'well']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],"['vincent', 'super', 'friendly', 'outgo']",['nan'],['nan'],"['prepare', 'class', 'recommend', 'bring', 'class']","['get', 'meet', 'friend', 'previously', 'message', 'wait', 'meet']",['nan']
"['good', 'experience', 'exam', 'paper', 'rather', 'computer']",['nan'],['nan'],"['introduce', 'u', 'major', 'early', 'program', 'make', 'appointment', 'advisor', 'early']","['campus', 'tour', 'downtown', 'tour', 'everyone', 'connect', 'faculty', 'outside', 'classroom']",['nan'],"['short', 'program', 'would', 'beneficial', 'since', 'student', 'lose', 'interest', 'talk', 'hour', 'need', 'time', 'make', 'connection', 'peer', 'need', 'able', 'freedom', 'session']"
['nan'],['nan'],"['information', 'tend', 'bore', 'long', 'also', 'activity', 'help', 'meet', 'people', 'awkward', 'meet', 'people', 'free', 'time', 'night', 'wish', 'free', 'time', 'meet', 'people']",['nan'],['nan'],['nan'],['nan']
"['man', 'good', 'stuff']",['nan'],['nan'],"['structure', 'activity', 'ice', 'breaker']",['nan'],['nan'],"['follow', 'back', 'check', 'countless', 'time', 'throughout', 'hard', 'time', 'connect', 'student', 'even', 'next', 'day', 'follow', 'make', 'sure', 'good', 'time', 'right']"
"['definitely', 'look', 'note', 'old', 'class', 'review', 'good', 'score', 'math', 'portion', 'test']",['nan'],['nan'],['nan'],"['maybe', 'whole', 'map', 'campus', 'place', 'major']",['nan'],['nan']
['nan'],"['well', 'put', 'together', 'fast', 'easy']",['nan'],"['friendly', 'brave', 'everyone', 'game', 'boat', 'want', 'meet', 'people', 'fun', 'first', 'go', 'say', 'hi']","['well', 'cover']","['favorite', 'part', 'schedule', 'class', 'learn', 'set', 'goal', 'informational', 'relieve', 'know', 'class', 'do']","['great', 'time', 'happy', 'go']"
['nan'],['nan'],"['similar', 'golden', 'flash', 'day']","['separate', 'parent', 'sooner']","['learn', 'everything', 'campus']","['even', 'activity']",['nan']
['nan'],['nan'],['nan'],"['parent', 'student', 'separate', 'often', 'bunch', 'together', 'easy', 'make', 'friend']",['nan'],['nan'],['nan']
['nan'],"['easy', 'schedule', 'class', 'advisor', 'helpful', 'name', 'lash', 'believe']",['nan'],"['free', 'time', 'meet', 'people']","['make', 'party', 'long', 'time', 'connect', 'student']","['party', 'best', 'meet', 'lot', 'new', 'people', 'make', 'friendship', 'also', 'like', 'schedule', 'class', 'lot']",['nan']
['nan'],"['already', 'answer', 'question', 'meet', 'person', 'suppose', 'two', 'u', 'major', 'group', 'problem', 'see', 'actual', 'advisor']",['nan'],['nan'],['nan'],"['day', 'excellent', 'day', 'poor', 'overnight', 'seem', 'pointless', 'advise', 'session', 'poor']",['nan']
"['easy', 'test', 'format', 'computer']",['nan'],['nan'],"['keep', 'away', 'people', 'familiar']",['nan'],"['schedule', 'class', 'get', 'flash', 'card']",['nan']
['nan'],[],[],"['student', 'attach', 'parent', 'start']",[],"['go', 'college']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['constant', 'remind', 'many', 'resource', 'successful']",['nan']
"['make', 'tutorial', 'optional']","['laura', 'absolutely', 'fantastic', 'best', 'part', 'hope', 'advisor']",['nan'],"['common', 'interest']","['health', 'safety']","['advisor', 'e']",['nan']
['nan'],"['felt', 'process', 'efficient', 'fast', 'schedule', 'class', 'able', 'receive', 'really', 'good', 'feedback', 'academic', 'advisor', 'felt', 'good', 'class', 'comfortable', 'meet']","['time', 'spend', 'session', 'productive', 'informative', 'appreciate', 'time', 'session', 'felt', 'even', 'prepare', 'day', 'schedule', 'class']","['maybe', 'group', 'chat', 'would', 'attend', 'orientation', 'reach', 'people']","['felt', 'topic', 'bite', 'repetitive', 'time', 'could', 'thing', 'touch', 'base', 'time']","['really', 'enjoy', 'time', 'split', 'college', 'advise', 'appointment', 'prep', 'work', 'allow', 'visualize', 'schedule', 'fall', 'ask', 'question', 'need', 'also', 'really', 'enjoy', 'speaker', 'talk']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['get', 'close', 'helpful', 'knowledgeable', 'extremely', 'easy', 'talk']",['nan']
['nan'],['nan'],['nan'],"['activity', 'student', 'day']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['nan'],"['wish', 'provide', 'would', 'say', 'focus', 'fun', 'thing', 'around', 'campus', 'handle', 'college', 'general', 'much', 'focus', 'campus', 'feel', 'scar', 'student', 'welcome', 'kent', 'least']"
['nan'],['nan'],['nan'],"['sit', 'listen', 'interact', 'able', 'activity']",['nan'],"['hear', 'guide', 'talk', 'freshman', 'experience', 'give', 'advice', 'u']",['nan']
['nan'],"['would', 'like', 'meet', 'actual', 'academic', 'advisor', 'one', 'meet', 'great']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['activity', 'begin', 'day', 'example', 'turn', 'people', 'around', 'u', 'introduce', 'type', 'activity']",['nan'],['nan'],['nan']
"['pretty', 'good']","['academic', 'advise', 'helpful', 'schedule', 'class', 'want', 'take', 'even', 'idea', 'take', 'listen', 'everything', 'say']",['nan'],['nan'],['nan'],"['glow', 'party']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['nan'],"['separate', 'student', 'take', 'significant', 'amount', 'credit', 'ex', 'hour', 'much', 'information', 'repetitive', 'felt', 'though', 'waste', 'day', 'half', 'would', 'helpful', 'learn', 'difference', 'program', 'college', 'actual', 'student', 'pay', 'tuition', 'instead', 'learn', 'difference', 'college']"
[],['nan'],['nan'],"['good', 'already']","['book', 'supply']","['glow', 'lot', 'fun']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['activity', 'dinner']",['nan']
"['dynamic', 'nature', 'test', 'make', 'difficult', 'otherwise', 'also', 'test', 'concept', 'accurately', 'show', 'math', 'knowledge', 'old', 'concept', 'calculus']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['encouragement', 'mingle']",['nan'],['nan'],"['program', 'people', 'talk', 'u', 'whole', 'time', 'incredibly', 'interactive', 'engage']"
['nope'],"['adviser', 'great', 'intend', 'meet', 'another', 'one']",['nan'],['nothing'],"['park', 'permit', 'club']","['meet', 'roommate', 'sleep', 'overnight']",['nan']
['nan'],"['helpful', 'felt', 'like', 'academic', 'advisor', 'supportive', 'help', 'reach', 'major', 'requirement', 'minor', 'requirement', 'kent', 'core', 'requirement', 'four', 'year']",['nan'],"['time', 'throughout', 'day', 'student', 'could', 'get', 'know']",['nan'],"['love', 'free', 'time', 'enjoy', 'campus', 'make', 'new', 'friend']",['nan']
['nan'],['nan'],['nan'],"['talk', 'people', 'maybe', 'bunch', 'friend']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['even', 'day', 'one', 'get', 'know']","['overall', 'program', 'seem', 'way', 'long', 'think', 'stay', 'dorm', 'valuable', 'feel', 'could', 'arrive', 'afternoon', 'complete', 'everything', 'lot', 'sit', 'around', 'wait', 'next', 'program', 'start']"
['nan'],['nan'],['nan'],"['meet', 'roommate']",['nan'],"['meet', 'advisor', 'schedule', 'class']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['glow', 'party', 'meet', 'lot', 'people']",['nan']
['nan'],"['aurora', 'extremely', 'helpful', 'student', 'help', 'schedule', 'class']",['nan'],['nan'],['nan'],"['like', 'meet', 'student', 'might', 'meet', 'attend']",['nan']
