OnlinePlacementAssessment,AcademicAdvising,CollegeOpportunitiesandAdvisingPrep,spendMoreTimeDestinationKentState,favoritePartDestinationKentState,expectedAsAKentStateStudent,anyAdditionalComments
['nan'],"['guy', 'awesome', 'deal', 'like', 'u']",['nan'],"['explain', 'layout', 'campus', 'maybe', 'history', 'student', 'understand', 'exactly', 'campus']","['meet', 'future', 'classmate']","['get', 'least', 'get', 'fashion', 'school']","['amaze', 'experience', 'would', 'recommend', 'everyone']"
['nan'],['nan'],['nan'],['nan'],"['enjoy', 'casual', 'program', 'learn', 'actual', 'student', 'seem', 'realistic', 'apply', 'student']","['believe', 'expect', 'strive', 'believe', 'expect', 'push', 'past', 'previous', 'boundary']",['nan']
,,,,,,
,,,,,,
,,,,,,
"['foreign', 'language', 'placement', 'assessment', 'difficult', 'find', 'initially', 'idea', 'use', 'link', 'provide', 'student', 'keep', 'redirect', 'place', 'upwards', 'buy', 'test']","['definitely', 'gear', 'young', 'incoming', 'crowd', 'able', 'speak', 'openly', 'advisor', 'overall', 'satisfy', 'suggestion', 'make']","['would', 'like', 'one', 'one', 'time', 'someone', 'go', 'financial', 'aid', 'since', 'one', 'look', 'expense']","['perhaps', 'time', 'specifically', 'student', 'pay', 'way', 'financial', 'aid', 'discussion', 'explain', 'different', 'kind', 'loan', 'well', 'pro', 'con']","['really', 'enjoy', 'sing', 'karaoke', 'hour', 'activity']","['expect', 'succeed', 'speak', 'anybody', 'else']",['nan']
['nan'],['nan'],['nan'],['nan'],"['informational', 'kent', 'state', 'really', 'want', 'thrive', 'everyone', 'helpful', 'nice', 'enjoy', 'schedule', 'class', 'know', 'need', 'help']","['hard', 'work', 'subject']","['academic', 'advisor', 'comfort', 'helpful', 'explain', 'class', 'curriculum', 'nurse', 'lot', 'doubt', 'program', 'go', 'able', 'accomplish', 'encourage', 'available']"
['nan'],['nan'],['nan'],"['whole', 'campus', 'tour']","['go', 'downtown']",['succeed'],['nan']
['nan'],['nan'],['nan'],['nan'],"['enjoy', 'learn', 'different', 'club', 'event', 'would', 'happen']","['believe', 'expect', 'involve', 'excel', 'class']","['flash', 'guide', 'extremely', 'friendly', 'great', 'job']"
['nan'],['nan'],['nan'],"['get', 'know', 'campus']","['even', 'activity']","['well', 'understand', 'learn']",['nan']
['nan'],"['advisor', 'actually', 'take', 'time', 'conversation', 'make', 'feel', 'comfortable', 'ask', 'question', 'way', 'experience', 'different', 'high', 'school', 'counselor', 'almost', 'force', 'take', 'class', 'take', 'time', 'really', 'care', 'job', 'incredible', 'advisor', 'regardless', 'number', 'student', 'responsible', 'meet', 'able', 'make', 'experience', 'feel', 'personal', 'make', 'positive', 'experience']",['nan'],"['possible', 'guide', 'could', 'question', 'answer', 'give', 'little', 'background', 'plan', 'similar', 'major', 'even', 'college', 'example', 'flash', 'guide', 'student', 'college', 'art', 'science', 'biology', 'major', 'talk', 'student', 'college', 'major', 'experience', 'term', 'class', 'job', 'relevant', 'information', 'might']","['really', 'enjoy', 'everything', 'offer', 'especially', 'resource', 'fair', 'flash', 'guide']","['become', 'inspire', 'love', 'take', 'inspiration', 'fuel', 'success', 'classroom', 'well', 'community']",['nan']
[],"['good', 'help', 'make', 'goal', 'tell', 'overall', 'goal', 'ridiculous']",['nan'],[],"['love', 'see', 'downtown', 'cute']",['find'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['believe', 'involvement', 'least', 'one', 'organization', 'expect', 'well', 'maintain', 'good', 'grade']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['best', 'academically', 'really', 'try', 'find', 'person', 'become', 'rest', 'life', 'help', 'many', 'positive', 'influence', 'kent', 'state', 'experience']",['nan']
,,,,,,
['nan'],['nan'],['nan'],"['another', 'tour', 'campus', 'maybe', 'understand', 'plenty', 'opportunity', 'schedule', 'tour', 'outside', 'program', 'still', 'would', 'nice', 'walk', 'around', 'campus', 'instead', 'go', 'back', 'forth', 'student', 'center']","['enjoy', 'able', 'spend', 'night', 'get', 'feel', 'dorm', 'like', 'sleep', 'different', 'environment', 'home']","['student', 'believe', 'expect', 'involve', 'make', 'connection', 'many', 'people', 'outgo', 'overall']","['however', 'introvert', 'feel', 'like', 'might', 'much', 'pressure', 'make', 'many', 'friend', 'surround', 'people', 'social', 'outgo', 'attend', 'every', 'event']"
,,,,,,
['nan'],['nan'],['nan'],"['want', 'focus', 'college', 'instead', 'basic', 'information', 'already', 'know']","['walk', 'downtown', 'treat', 'like', 'adult']","['expect', 'repair', 'school', 'peer']",['nan']
,,,,,,
['nan'],['nan'],['nan'],['nan'],['nan'],"['set', 'achieve', 'goal', 'discover', 'purpose']",['nan']
,,,,,,
['nan'],"['let', 'group', 'early', 'wait', 'around', 'extra', 'hour', 'go', 'pretty', 'smoothly']",['nan'],['nan'],"['downtown', 'tour', 'favorite', 'part', 'really', 'nervous', 'whether', 'would', 'even', 'like', 'kent', 'outside', 'school', 'realize', 'immediately', 'would', 'love', 'walk', 'downtown', 'make', 'ten', 'time', 'excite', 'move', 'start', 'school']","['academically', 'successful', 'step', 'outside', 'comfort', 'zone', 'discover', 'really', 'want', 'future']","['overall', 'amaze', 'experience', 'extremely', 'nervous', 'end', 'even', 'want', 'leave', 'beyond', 'excite', 'start', 'school', 'become', 'active', 'member', 'university', 'community']"
['nan'],"['academic', 'advisor', 'helpful', 'discus', 'schedule', 'answer', 'question', 'concern', 'material']",['nan'],"['discus', 'process', 'buy', 'need', 'material', 'class', 'get', 'get', 'best', 'deal']","['even', 'activity', 'opportunity', 'walk', 'around', 'downtown', 'kent', 'felt', 'find', 'many', 'place', 'could', 'visit', 'connect']","['find', 'success', 'within', 'find', 'purpose']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['find', 'purpose']","['believe', 'overnight', 'stay', 'unnecessary', 'student', 'like', 'commute', 'live', 'relatively', 'close', 'campus']"
"['perhaps', 'comment', 'would', 'try', 'ensure', 'work', 'seamlessly', 'technical', 'issue', 'placement', 'exam', 'end', 'try', 'take', 'three', 'different', 'computer', 'load', 'incorrectly', 'end', 'receive', 'score', 'worry', 'mean', 'complete', 'yet', 'label', 'complete', 'technical', 'may', 'need', 'attention']","['regard', 'registration', 'utilize', 'current', 'student', 'help', 'register', 'class', 'outstanding', 'idea', 'definitely', 'appreciate', 'know', 'helper', 'know', 'everything', 'even', 'distance', 'potential', 'walk', 'class', 'help', 'tremendously', 'figure', 'everything', 'ecstatically', 'encourage', 'continue', 'use', 'resource']",['nan'],"['even', 'sure', 'place', 'anything', 'go', 'incoming', 'student', 'whose', 'family', 'affect', 'unfortunate', 'drug', 'outbreak', 'would', 'nice', 'know', 'place', 'go', 'receive', 'counsel', 'vent', 'frustration', 'affect', 'family', 'member', 'even', 'find', 'people', 'similar', 'situation', 'otherwise', 'program', 'seem', 'cover', 'everything', 'could', 'think']","['definitely', 'energy', 'really', 'help', 'pump', 'morning', 'even', 'think', 'energy', 'helpful', 'incredibly', 'welcome', 'choose', 'outstanding', 'group', 'thank', 'enough', 'help', 'welcome', 'u', 'always', 'helpful', 'open', 'communication', 'also', 'appreciate']","['find', 'purpose', 'excel', 'student']",['nan']
,,,,,,
['nan'],['nan'],['nan'],"['advise', 'prep']",['story'],"['fulfill', 'dream', 'become', 'teacher', 'career', 'plan']",['nan']
['nan'],['nan'],['nan'],['financial'],"['meet', 'people']",['strive'],['nan']
"['reflect', 'learn', 'take', 'test']",['nan'],['nan'],"['know', 'area']","['flash', 'guide', 'positive', 'attitude', 'whole', 'time', 'listen', 'fear', 'excitement']",['involve'],['nan']
['nan'],"['know', 'class', 'best', 'would', 'like', 'little', 'guidance']",['nan'],['nan'],"['take', 'tour', 'downtown', 'kent']","['expect', 'work', 'hard', 'best', 'student']",['nan']
['nan'],"['everyone', 'helpful', 'make', 'sure', 'know', 'go']","['helpful', 'informative']","['step', 'step', 'instruction', 'example']","['enthusiasm', 'excitement', 'want', 'leave', 'come', 'back', 'home', 'want', 'start', 'next', 'day']","['earn', 'honorable', 'title', 'make', 'something', 'life', 'education', 'support', 'kent']",['keep']
['nan'],"['run', 'time', 'quickly']",['nan'],['nan'],['nan'],"['make', 'sure', 'know', 'everything', 'available']",['nan']
[],['nan'],['nan'],"['mother', 'say', 'people', 'run', 'financial', 'aid', 'session', 'matter', 'make', 'parent', 'panic', 'give', 'estimate', 'amount', 'go', 'option', 'payment', 'mother', 'say', 'people', 'ask', 'would', 'pay', 'cash', 'check', 'debit', 'credit', 'everyone', 'afford', 'method', 'actually', 'practically', 'nobody', 'please', 'talk', 'like', 'option', 'scar', 'parent', 'speaker', 'think', 'could', 'take', 'k', 'similar', 'mother', 'tell', 'work']","['even', 'activity', 'pretty', 'fun', 'talk', 'bunch', 'different', 'people', 'kent', 'attend']","['believe', 'expect', 'keep', 'campus', 'safe', 'friendly', 'seek', 'help', 'need']",['nan']
['nan'],['welcome'],['nan'],['nan'],['nan'],['nan'],['nan']
,,,,,,
['nan'],['nan'],['nan'],['nan'],"['guide', 'great', 'fun']","['good', 'grade', 'part', 'community', 'fun']",['nan']
,,,,,,
['nan'],['nan'],['nan'],[],"['like', 'advise', 'part', 'get', 'talk', 'start', 'make', 'friend', 'college']","['find', 'purpose']",['nan']
['nan'],['nan'],['nan'],['maybe'],"['plan', 'schedule']",['happy'],['nan']
['nan'],"['advisor', 'friendly', 'welcome', 'could', 'ask', 'easy', 'enjoyable', 'time', 'academic', 'advise']",['nan'],"['good', 'tour', 'campus']",['nan'],"['success', 'class', 'maintain', 'positive', 'friendly', 'atmosphere', 'peer']",['nan']
"['make', 'clear', 'take', 'placement', 'test', 'subject', 'necessary', 'student', 'student', 'tell', 'need', 'take', 'placement', 'test', 'due', 'credit', 'learn', 'need', 'major']",['nan'],['nan'],"['option', 'formal', 'tour', 'campus', 'opportunity', 'see', 'house', 'besides', 'classroom', 'build']","['enjoy', 'stay', 'dorm', 'get', 'schedule', 'class']","['maintain', 'good', 'grade', 'feel', 'fit', 'school']",['nan']
,,,,,,
,,,,,,
,,,,,,
['nan'],['nan'],['nan'],['nan'],"['free', 'stuff', 'schedule', 'class']","['overall', 'good', 'student']",['nan']
['nan'],['nan'],['nan'],['nan'],"['meet', 'new', 'people']",['involve'],['nan']
,,,,,,
['nan'],['nan'],['nan'],"['sport', 'club', 'sport', 'recreational', 'activity']","['explore', 'campus', 'walk', 'around', 'see', 'build', 'well', 'advise', 'session', 'everyone', 'really', 'helpful', 'schedule']","['add', 'community', 'positively', 'way']",['nan']
"['find', 'foreign', 'language', 'section', 'placement', 'test', 'huge', 'deal']","['complaint', 'adviser', 'helpful']","['everything', 'reassure', 'informative']","['typical', 'day', 'student']","['lounge', 'tour', 'downtown']","['get', 'good', 'grade']",['nan']
['nan'],['nan'],['nan'],['nan'],"['favorite', 'part', 'program', 'finally', 'sign', 'class', 'get', 'schedule', 'minute']","['kent', 'state', 'student', 'believe', 'expect', 'get', 'involve', 'kent', 'productive', 'student']",['nan']
['nan'],"['question', 'answer', 'advisor', 'tell', 'ask', 'someone', 'else', 'advise', 'appointment', 'helpful', 'al', 'still', 'confuse']",['nan'],['class'],"['flash', 'guide']",['goal'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['try', 'hard']",['nan']
[],"['meet', 'academic', 'advisor', 'one', 'favorite', 'activity', 'however', 'trouble', 'come', 'add', 'class', 'put', 'would', 'consider', 'student', 'perhaps', 'could', 'way', 'avoid', 'trouble', 'put', 'schedule']",['nan'],['nan'],"['favorite', 'part', 'honestly', 'spend', 'one', 'night', 'dorm', 'felt', 'real', 'college', 'student', 'feel', 'wonderful']","['expect', 'reach', 'full', 'potential', 'academically', 'get', 'involve', 'within', 'school', 'community', 'order', 'make', 'difference', 'take', 'passion', 'make', 'purpose']",['nan']
['nan'],"['wish', 'organize', 'different', 'way', 'go', 'quick', 'everyone']",['nan'],"['explanation', 'schedule', 'class', 'good', 'take', 'old', 'student', 'think', 'best', 'idea']","['flash', 'guide', 'approachable', 'everyone', 'answer', 'question', 'nicely']",['need'],['nan']
['nan'],"['print', 'unofficial', 'schedule', 'visual', 'schedule', 'builder', 'printable', 'schedule', 'receive', 'register']","['hand', 'bag']","['inform', 'u', 'summer', 'read', 'assignment', 'acceptance', 'letter', 'much', 'time', 'read', 'book', 'inform', 'orientation', 'hand', 'bag']","['felt', 'stress', 'schedule', 'hand']","['succeed', 'academically']","['tell', 'u', 'summer', 'read', 'ahead', 'time', 'hand', 'bag']"
['nan'],"['franc', 'provide', 'answer', 'every', 'question', 'even', 'part', 'department', 'well', 'give', 'additional', 'resource', 'help', 'get', 'need', 'go']",['nan'],['nan'],"['first', 'think', 'flash', 'guide', 'super', 'cheesy', 'get', 'know', 'incredibly', 'nice', 'probably', 'best', 'people', 'ever', 'meet', 'jordan', 'major']",['rule'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['achieve', 'personal', 'goal', 'class']",['nan']
['nan'],['nan'],['nan'],['nan'],"['game', 'karaoke']","['follow', 'rule', 'get', 'involve']",['nan']
['nan'],"['great', 'experience', 'get', 'information', 'need']","['happy', 'opportunity', 'learn', 'available', 'kent', 'state']",['nan'],"['find', 'good', 'group', 'people', 'spend', 'time', 'connect', 'student', 'mostly', 'get', 'connect', 'flash', 'guide', 'helpful', 'also', 'make', 'experience', 'much', 'fun']","['get', 'involve', 'make', 'positive', 'impact', 'campus', 'well', 'student', 'live']","['want', 'thank', 'opportunity', 'able', 'experience', 'really', 'brighten', 'outlook', 'come', 'freshman', 'fall', 'well', 'advisor', 'make', 'feel', 'welcome', 'campus']"
['nan'],['nan'],['nan'],['nan'],['nan'],"['get', 'class', 'make', 'sure', 'get', 'help', 'may', 'need', 'succeed']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['get', 'involve']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['best', 'matter']",['nan']
['nan'],['nan'],"['day', 'one', 'long', 'sit', 'one', 'place']",['nan'],"['even', 'first', 'day', 'opportunity', 'student']","['get', 'involve', 'strive', 'best', 'find', 'purpose']",['nan']
['nan'],['nan'],['nan'],['nan'],[],['commitment'],['nan']
,,,,,,
"['allow', 'people', 'go', 'back', 'answer', 'change', 'check']",['nan'],['nan'],['nan'],"['story', 'ask']","['succeed', 'like', 'golden', 'flash']",['na']
['nan'],['nan'],['nan'],['nan'],['nan'],"['blend', 'stand', 'time']",['nan']
['nan'],['nan'],['nan'],"['campus', 'tour']","['favorite', 'story', 'help', 'realize', 'alone']","['respect', 'peer', 'make', 'decision', 'wisely']",['nan']
['nan'],['nan'],['nan'],"['buy', 'non', 'expensive', 'book']","['get', 'back', 'hall', 'town', 'tour', 'chill']","['try', 'hard']","['keep', 'good', 'work']"
,,,,,,
['nan'],"['much', 'give']",['nan'],['nan'],['nan'],['class'],['nan']
['nan'],['nan'],['nan'],"['think', 'time', 'spend', 'small', 'group', 'flash', 'guide', 'ask', 'question', 'campus', 'life']","['favorite', 'part', 'listen', 'flash', 'guide', 'say', 'experience', 'time', 'set', 'aside', 'ask', 'question']","['success', 'best', 'opportunity', 'set', 'front']","['maybe', 'session', 'write', 'question', 'answer']"
[],['nan'],['nan'],[],"['favorite', 'part', 'experience', 'meet', 'listen', 'story']","['kent', 'state', 'student', 'believe', 'expect', 'stay', 'determine', 'positive', 'throughout', 'college', 'career']",['nan']
"['feel', 'like', 'stay', 'night', 'optional', 'commute', 'overall', 'fun', 'see', 'available']","['great', 'time']","['super', 'nice', 'advisor']","['pitch', 'school', 'prospective', 'student', 'like', 'sibling']","['like', 'advise']","['get', 'definition', 'success']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['good', 'grade']",['nan']
['nan'],['nan'],['nan'],['nan'],"['quite', 'enjoy', 'advise', 'schedule', 'adviser', 'friendly', 'helpful', 'especially', 'good', 'hear', 'prior', 'college', 'credit', 'transfer']","['believe', 'expect', 'take', 'seriously', 'abide', 'university', 'conduct', 'also', 'find', 'way', 'fit', 'get', 'involve', 'fun']",['nan']
"['stop', 'question', 'let', 'question', 'however', 'advisor', 'tell', 'finish']",['nan'],['nan'],"['campus', 'tour']",['nan'],['pride'],['nan']
"['placement', 'assessment', 'need', 'help', 'although', 'notice', 'people', 'meet', 'require', 'retake', 'test', 'even', 'though', 'already', 'take', 'personally', 'notice', 'give', 'day', 'part', 'beforehand', 'would', 'run', 'material', 'give', 'understand', 'would', 'test']","['possibly', 'get', 'student', 'involve', 'adult', 'need', 'ask', 'question', 'get', 'answer']",['nan'],"['loan', 'scholarship', 'perhaps', 'generally', 'simple', 'way', 'help', 'pay', 'college']","['make', 'new', 'friend', 'along', 'way', 'keep', 'touch', 'well', 'fall', 'semester']","['use', 'resource', 'available', 'become', 'successful', 'student', 'mean']","['whole', 'day', 'experience', 'great', 'however', 'wish', 'long', 'time', 'life', 'experience', 'make', 'realize', 'ready', 'start', 'next', 'chapter', 'life']"
"['personally', 'think', 'test', 'long', 'easy', 'stay', 'focus', 'take', 'due', 'length', 'however', 'ability', 'come', 'back', 'finish', 'test', 'another', 'time', 'great', 'although', 'take', 'advantage', 'opportunity']","['really', 'enjoy', 'able', 'meet', 'academic', 'adviser', 'feel', 'comfortable', 'aware', 'like', 'feel', 'great', 'know', 'reach', 'need']","['believe', 'time', 'spend', 'ballroom', 'unnecessarily', 'long', 'point', 'close', 'everyone', 'audience', 'could', 'soak', 'information', 'yes', 'information', 'give', 'necessary', 'possibly', 'could', 'shorten', 'however', 'lecture', 'much', 'long']","['time', 'explain', 'get', 'area', 'campus', 'example', 'build', 'purpose']","['favorite', 'part', 'end', 'night', 'even', 'social', 'activity', 'interest', 'enjoyable', 'part', 'student', 'really', 'able', 'talk', 'one', 'another', 'dance', 'ability', 'relax', 'let', 'loose']","['believe', 'academic', 'success', 'definitely', 'expect', 'student', 'emphasis', 'place', 'importance', 'grade', 'focus', 'track', 'huge', 'somewhat', 'intimidate', 'however', 'motivate', 'want', 'work', 'hard', 'get', 'great', 'grade']","['believe', 'great', 'way', 'get', 'student', 'feel', 'comfortable', 'campus', 'talk', 'student', 'many', 'felt', 'sleep', 'night', 'may', 'may', 'necessary', 'however', 'benefit', 'experience', 'great', 'definitely', 'happy', 'get', 'attend']"
